StudyHours,Attendance,Resources,Extracurricular,Motivation,Internet,Gender,Age,LearningStyle,OnlineCourses,Discussions,AssignmentCompletion,ExamScore,EduTech,StressLevel,FinalGrade,ActiveLearner,PassStatus
16.0,95.0,Low,No,Low,No,Female,23.0,1,1.0,0,91.0,59.0,1,2,C,No,Pass
16.0,95.0,Low,No,Low,No,Female,29.0,2,18.0,0,66.0,89.0,0,1,A,No,Pass
16.0,95.0,Low,No,Medium,Yes,Female,23.0,1,1.0,0,91.0,59.0,1,2,C,No,Pass
16.0,95.0,Low,No,Medium,Yes,Female,29.0,2,18.0,0,66.0,89.0,0,1,A,No,Pass
23.0,69.0,High,Yes,Medium,Yes,Male,18.0,3,7.0,1,69.0,80.0,1,2,B,Yes,Pass
23.0,69.0,Medium,Yes,Medium,Yes,Male,18.0,3,7.0,1,69.0,80.0,1,2,B,Yes,Pass
23.0,69.0,Low,Yes,High,Yes,Male,18.0,3,7.0,1,69.0,80.0,1,2,B,Yes,Pass
23.0,69.0,Low,Yes,Low,No,Male,18.0,3,7.0,1,69.0,80.0,1,2,B,Yes,Pass
15.0,63.0,Low,No,Low,Yes,Female,28.0,2,12.0,1,93.0,78.0,1,1,B,No,Pass
9.0,79.0,Low,No,High,Yes,Male,23.0,1,0.0,0,69.0,53.0,1,1,D,No,Fail
9.0,79.0,Low,No,High,Yes,Male,19.0,1,10.0,1,91.0,58.0,1,1,C,No,Pass
9.0,79.0,Low,No,High,Yes,Male,24.0,1,10.0,0,81.0,66.0,1,1,C,No,Pass
10.0,81.0,Medium,Yes,Medium,No,Female,23.0,1,4.0,0,64.0,82.0,0,2,B,Yes,Pass
10.0,81.0,Medium,Yes,Medium,No,Female,21.0,1,20.0,1,90.0,94.0,1,2,A,Yes,Pass
10.0,81.0,Medium,Yes,Medium,No,Female,27.0,3,1.0,1,52.0,50.0,1,0,D,Yes,Fail
10.0,81.0,Medium,Yes,Medium,No,Female,29.0,1,20.0,0,93.0,61.0,0,1,C,Yes,Pass
10.0,81.0,High,Yes,Medium,Yes,Female,23.0,1,4.0,0,64.0,82.0,0,2,B,Yes,Pass
10.0,81.0,High,Yes,Medium,Yes,Female,21.0,1,20.0,1,90.0,94.0,1,2,A,Yes,Pass
10.0,81.0,High,Yes,Medium,Yes,Female,27.0,3,1.0,1,52.0,50.0,1,0,D,Yes,Fail
10.0,81.0,High,Yes,Medium,Yes,Female,29.0,1,20.0,0,93.0,61.0,0,1,C,Yes,Pass
20.0,93.0,High,Yes,Medium,Yes,Male,19.0,1,0.0,0,65.0,54.0,0,2,D,Yes,Fail
20.0,93.0,High,Yes,Medium,Yes,Male,23.0,1,5.0,1,55.0,99.0,1,0,A,Yes,Pass
20.0,93.0,High,Yes,Medium,Yes,Male,23.0,2,14.0,1,65.0,56.0,0,2,C,Yes,Pass
20.0,93.0,High,Yes,Medium,Yes,Male,23.0,3,8.0,1,51.0,47.0,1,1,D,Yes,Fail
20.0,93.0,Medium,Yes,Low,Yes,Male,19.0,1,0.0,0,65.0,54.0,0,2,D,Yes,Fail
20.0,93.0,Medium,Yes,Low,Yes,Male,23.0,1,5.0,1,55.0,99.0,1,0,A,Yes,Pass
20.0,93.0,Medium,Yes,Low,Yes,Male,23.0,2,14.0,1,65.0,56.0,0,2,C,Yes,Pass
20.0,93.0,Medium,Yes,Low,Yes,Male,23.0,3,8.0,1,51.0,47.0,1,1,D,Yes,Fail
20.0,93.0,Low,Yes,Medium,Yes,Male,19.0,1,0.0,0,65.0,54.0,0,2,D,Yes,Fail
20.0,93.0,Low,Yes,Medium,Yes,Male,23.0,1,5.0,1,55.0,99.0,1,0,A,Yes,Pass
20.0,93.0,Low,Yes,Medium,Yes,Male,23.0,2,14.0,1,65.0,56.0,0,2,C,Yes,Pass
20.0,93.0,Low,Yes,Medium,Yes,Male,23.0,3,8.0,1,51.0,47.0,1,1,D,Yes,Fail
20.0,93.0,Medium,Yes,Medium,Yes,Male,19.0,1,0.0,0,65.0,54.0,0,2,D,Yes,Fail
20.0,93.0,Medium,Yes,Medium,Yes,Male,23.0,1,5.0,1,55.0,99.0,1,0,A,Yes,Pass
20.0,93.0,Medium,Yes,Medium,Yes,Male,23.0,2,14.0,1,65.0,56.0,0,2,C,Yes,Pass
20.0,93.0,Medium,Yes,Medium,Yes,Male,23.0,3,8.0,1,51.0,47.0,1,1,D,Yes,Fail
20.0,93.0,High,No,Medium,Yes,Male,19.0,1,0.0,0,65.0,54.0,0,2,D,No,Fail
20.0,93.0,High,No,Medium,Yes,Male,23.0,1,5.0,1,55.0,99.0,1,0,A,No,Pass
20.0,93.0,High,No,Medium,Yes,Male,23.0,2,14.0,1,65.0,56.0,0,2,C,No,Pass
20.0,93.0,High,No,Medium,Yes,Male,23.0,3,8.0,1,51.0,47.0,1,1,D,No,Fail
20.0,93.0,Medium,No,High,Yes,Male,19.0,1,0.0,0,65.0,54.0,0,2,D,No,Fail
20.0,93.0,Medium,No,High,Yes,Male,23.0,1,5.0,1,55.0,99.0,1,0,A,No,Pass
20.0,93.0,Medium,No,High,Yes,Male,23.0,2,14.0,1,65.0,56.0,0,2,C,No,Pass
20.0,93.0,Medium,No,High,Yes,Male,23.0,3,8.0,1,51.0,47.0,1,1,D,No,Fail
20.0,93.0,Low,No,Medium,Yes,Male,19.0,1,0.0,0,65.0,54.0,0,2,D,No,Fail
20.0,93.0,Low,No,Medium,Yes,Male,23.0,1,5.0,1,55.0,99.0,1,0,A,No,Pass
20.0,93.0,Low,No,Medium,Yes,Male,23.0,2,14.0,1,65.0,56.0,0,2,C,No,Pass
20.0,93.0,Low,No,Medium,Yes,Male,23.0,3,8.0,1,51.0,47.0,1,1,D,No,Fail
22.0,78.0,Medium,Yes,Low,Yes,Male,19.0,3,13.0,1,95.0,60.0,0,2,C,Yes,Pass
22.0,78.0,Medium,Yes,Low,Yes,Male,27.0,3,9.0,1,58.0,73.0,1,1,B,Yes,Pass
22.0,78.0,Medium,Yes,Low,Yes,Male,22.0,3,10.0,0,87.0,65.0,0,0,C,Yes,Pass
22.0,78.0,High,Yes,Medium,Yes,Male,19.0,3,13.0,1,95.0,60.0,0,2,C,Yes,Pass
22.0,78.0,High,Yes,Medium,Yes,Male,27.0,3,9.0,1,58.0,73.0,1,1,B,Yes,Pass
22.0,78.0,High,Yes,Medium,Yes,Male,22.0,3,10.0,0,87.0,65.0,0,0,C,Yes,Pass
22.0,78.0,Medium,No,Medium,Yes,Male,19.0,3,13.0,1,95.0,60.0,0,2,C,No,Pass
22.0,78.0,Medium,No,Medium,Yes,Male,27.0,3,9.0,1,58.0,73.0,1,1,B,No,Pass
22.0,78.0,Medium,No,Medium,Yes,Male,22.0,3,10.0,0,87.0,65.0,0,0,C,No,Pass
22.0,78.0,Medium,Yes,Medium,Yes,Male,19.0,3,13.0,1,95.0,60.0,0,2,C,Yes,Pass
22.0,78.0,Medium,Yes,Medium,Yes,Male,27.0,3,9.0,1,58.0,73.0,1,1,B,Yes,Pass
22.0,78.0,Medium,Yes,Medium,Yes,Male,22.0,3,10.0,0,87.0,65.0,0,0,C,Yes,Pass
22.0,78.0,High,No,Low,Yes,Male,19.0,3,13.0,1,95.0,60.0,0,2,C,No,Pass
22.0,78.0,High,No,Low,Yes,Male,27.0,3,9.0,1,58.0,73.0,1,1,B,No,Pass
22.0,78.0,High,No,Low,Yes,Male,22.0,3,10.0,0,87.0,65.0,0,0,C,No,Pass
22.0,78.0,High,Yes,Low,Yes,Male,19.0,3,13.0,1,95.0,60.0,0,2,C,Yes,Pass
22.0,78.0,High,Yes,Low,Yes,Male,27.0,3,9.0,1,58.0,73.0,1,1,B,Yes,Pass
22.0,78.0,High,Yes,Low,Yes,Male,22.0,3,10.0,0,87.0,65.0,0,0,C,Yes,Pass
22.0,78.0,Low,No,High,Yes,Male,19.0,3,13.0,1,95.0,60.0,0,2,C,No,Pass
22.0,78.0,Low,No,High,Yes,Male,27.0,3,9.0,1,58.0,73.0,1,1,B,No,Pass
22.0,78.0,Low,No,High,Yes,Male,22.0,3,10.0,0,87.0,65.0,0,0,C,No,Pass
24.0,81.0,Low,No,Medium,Yes,Female,25.0,0,20.0,0,64.0,43.0,1,2,D,No,Fail
24.0,81.0,Low,No,Medium,Yes,Female,20.0,2,13.0,1,97.0,83.0,0,1,B,No,Pass
10.0,62.0,Low,No,High,Yes,Male,27.0,1,13.0,0,97.0,51.0,1,1,D,No,Fail
10.0,62.0,Low,No,High,Yes,Male,20.0,1,0.0,1,60.0,68.0,1,2,C,No,Pass
10.0,62.0,Low,No,High,Yes,Male,20.0,2,15.0,1,95.0,83.0,0,1,B,No,Pass
10.0,62.0,Low,No,High,Yes,Male,24.0,1,10.0,0,98.0,65.0,0,1,C,No,Pass
10.0,62.0,Low,No,High,Yes,Male,23.0,2,14.0,0,79.0,59.0,1,2,C,No,Pass
10.0,62.0,Medium,No,High,Yes,Male,27.0,1,13.0,0,97.0,51.0,1,1,D,No,Fail
10.0,62.0,Medium,No,High,Yes,Male,20.0,1,0.0,1,60.0,68.0,1,2,C,No,Pass
10.0,62.0,Medium,No,High,Yes,Male,20.0,2,15.0,1,95.0,83.0,0,1,B,No,Pass
10.0,62.0,Medium,No,High,Yes,Male,24.0,1,10.0,0,98.0,65.0,0,1,C,No,Pass
10.0,62.0,Medium,No,High,Yes,Male,23.0,2,14.0,0,79.0,59.0,1,2,C,No,Pass
10.0,62.0,High,No,Medium,Yes,Male,27.0,1,13.0,0,97.0,51.0,1,1,D,No,Fail
10.0,62.0,High,No,Medium,Yes,Male,20.0,1,0.0,1,60.0,68.0,1,2,C,No,Pass
10.0,62.0,High,No,Medium,Yes,Male,20.0,2,15.0,1,95.0,83.0,0,1,B,No,Pass
10.0,62.0,High,No,Medium,Yes,Male,24.0,1,10.0,0,98.0,65.0,0,1,C,No,Pass
10.0,62.0,High,No,Medium,Yes,Male,23.0,2,14.0,0,79.0,59.0,1,2,C,No,Pass
20.0,85.0,Medium,No,High,Yes,Male,25.0,1,20.0,1,52.0,53.0,1,1,D,No,Fail
20.0,85.0,Medium,No,High,Yes,Male,28.0,2,1.0,0,98.0,67.0,1,2,C,No,Pass
20.0,85.0,Medium,No,High,Yes,Male,28.0,3,5.0,1,50.0,75.0,1,2,B,No,Pass
20.0,85.0,Medium,No,High,Yes,Male,20.0,2,7.0,0,97.0,81.0,1,1,B,No,Pass
20.0,85.0,Medium,No,High,Yes,Male,22.0,3,5.0,1,54.0,41.0,1,1,D,No,Fail
20.0,85.0,Medium,Yes,Low,Yes,Male,25.0,1,20.0,1,52.0,53.0,1,1,D,Yes,Fail
20.0,85.0,Medium,Yes,Low,Yes,Male,28.0,2,1.0,0,98.0,67.0,1,2,C,Yes,Pass
20.0,85.0,Medium,Yes,Low,Yes,Male,28.0,3,5.0,1,50.0,75.0,1,2,B,Yes,Pass
20.0,85.0,Medium,Yes,Low,Yes,Male,20.0,2,7.0,0,97.0,81.0,1,1,B,Yes,Pass
20.0,85.0,Medium,Yes,Low,Yes,Male,22.0,3,5.0,1,54.0,41.0,1,1,D,Yes,Fail
20.0,85.0,Low,No,Low,Yes,Male,25.0,1,20.0,1,52.0,53.0,1,1,D,No,Fail
20.0,85.0,Low,No,Low,Yes,Male,28.0,2,1.0,0,98.0,67.0,1,2,C,No,Pass
20.0,85.0,Low,No,Low,Yes,Male,28.0,3,5.0,1,50.0,75.0,1,2,B,No,Pass
20.0,85.0,Low,No,Low,Yes,Male,20.0,2,7.0,0,97.0,81.0,1,1,B,No,Pass
20.0,85.0,Low,No,Low,Yes,Male,22.0,3,5.0,1,54.0,41.0,1,1,D,No,Fail
20.0,85.0,Low,Yes,Medium,Yes,Male,25.0,1,20.0,1,52.0,53.0,1,1,D,Yes,Fail
20.0,85.0,Low,Yes,Medium,Yes,Male,28.0,2,1.0,0,98.0,67.0,1,2,C,Yes,Pass
20.0,85.0,Low,Yes,Medium,Yes,Male,28.0,3,5.0,1,50.0,75.0,1,2,B,Yes,Pass
20.0,85.0,Low,Yes,Medium,Yes,Male,20.0,2,7.0,0,97.0,81.0,1,1,B,Yes,Pass
20.0,85.0,Low,Yes,Medium,Yes,Male,22.0,3,5.0,1,54.0,41.0,1,1,D,Yes,Fail
20.0,85.0,Medium,No,Low,Yes,Male,25.0,1,20.0,1,52.0,53.0,1,1,D,No,Fail
20.0,85.0,Medium,No,Low,Yes,Male,28.0,2,1.0,0,98.0,67.0,1,2,C,No,Pass
20.0,85.0,Medium,No,Low,Yes,Male,28.0,3,5.0,1,50.0,75.0,1,2,B,No,Pass
20.0,85.0,Medium,No,Low,Yes,Male,20.0,2,7.0,0,97.0,81.0,1,1,B,No,Pass
20.0,85.0,Medium,No,Low,Yes,Male,22.0,3,5.0,1,54.0,41.0,1,1,D,No,Fail
13.0,93.0,Low,Yes,High,Yes,Male,23.0,3,1.0,0,99.0,53.0,1,2,D,Yes,Fail
13.0,93.0,Low,Yes,High,Yes,Male,23.0,3,9.0,1,94.0,75.0,1,0,B,Yes,Pass
13.0,93.0,Low,Yes,High,Yes,Male,23.0,3,4.0,1,58.0,96.0,1,2,A,Yes,Pass
13.0,93.0,Low,Yes,High,Yes,Male,29.0,1,15.0,1,89.0,41.0,0,1,D,Yes,Fail
13.0,93.0,High,Yes,Medium,Yes,Male,23.0,3,1.0,0,99.0,53.0,1,2,D,Yes,Fail
13.0,93.0,High,Yes,Medium,Yes,Male,23.0,3,9.0,1,94.0,75.0,1,0,B,Yes,Pass
13.0,93.0,High,Yes,Medium,Yes,Male,23.0,3,4.0,1,58.0,96.0,1,2,A,Yes,Pass
13.0,93.0,High,Yes,Medium,Yes,Male,29.0,1,15.0,1,89.0,41.0,0,1,D,Yes,Fail
13.0,93.0,High,No,Low,Yes,Male,23.0,3,1.0,0,99.0,53.0,1,2,D,No,Fail
13.0,93.0,High,No,Low,Yes,Male,23.0,3,9.0,1,94.0,75.0,1,0,B,No,Pass
13.0,93.0,High,No,Low,Yes,Male,23.0,3,4.0,1,58.0,96.0,1,2,A,No,Pass
13.0,93.0,High,No,Low,Yes,Male,29.0,1,15.0,1,89.0,41.0,0,1,D,No,Fail
20.0,84.0,High,Yes,High,Yes,Female,21.0,2,15.0,1,83.0,66.0,1,1,C,Yes,Pass
20.0,84.0,High,Yes,Medium,Yes,Female,21.0,2,15.0,1,83.0,66.0,1,1,C,Yes,Pass
20.0,84.0,Low,No,Medium,Yes,Female,21.0,2,15.0,1,83.0,66.0,1,1,C,No,Pass
20.0,84.0,Low,No,Low,Yes,Female,21.0,2,15.0,1,83.0,66.0,1,1,C,No,Pass
15.0,84.0,High,No,Low,Yes,Male,26.0,1,15.0,0,59.0,95.0,1,2,A,No,Pass
15.0,84.0,High,No,Low,Yes,Male,19.0,0,4.0,1,82.0,79.0,0,2,B,No,Pass
15.0,84.0,High,No,Low,Yes,Male,26.0,2,10.0,0,74.0,65.0,0,1,C,No,Pass
15.0,84.0,High,No,Low,Yes,Male,22.0,1,12.0,1,54.0,69.0,1,1,C,No,Pass
15.0,84.0,Medium,No,Medium,Yes,Male,26.0,1,15.0,0,59.0,95.0,1,2,A,No,Pass
15.0,84.0,Medium,No,Medium,Yes,Male,19.0,0,4.0,1,82.0,79.0,0,2,B,No,Pass
15.0,84.0,Medium,No,Medium,Yes,Male,26.0,2,10.0,0,74.0,65.0,0,1,C,No,Pass
15.0,84.0,Medium,No,Medium,Yes,Male,22.0,1,12.0,1,54.0,69.0,1,1,C,No,Pass
15.0,84.0,Low,Yes,Medium,Yes,Male,26.0,1,15.0,0,59.0,95.0,1,2,A,Yes,Pass
15.0,84.0,Low,Yes,Medium,Yes,Male,19.0,0,4.0,1,82.0,79.0,0,2,B,Yes,Pass
15.0,84.0,Low,Yes,Medium,Yes,Male,26.0,2,10.0,0,74.0,65.0,0,1,C,Yes,Pass
15.0,84.0,Low,Yes,Medium,Yes,Male,22.0,1,12.0,1,54.0,69.0,1,1,C,Yes,Pass
18.0,67.0,Low,Yes,Low,Yes,Male,25.0,3,17.0,1,78.0,56.0,1,2,C,Yes,Pass
18.0,67.0,Low,Yes,Low,Yes,Male,19.0,0,12.0,0,76.0,100.0,1,2,A,Yes,Pass
18.0,67.0,High,Yes,Medium,Yes,Male,25.0,3,17.0,1,78.0,56.0,1,2,C,Yes,Pass
18.0,67.0,High,Yes,Medium,Yes,Male,19.0,0,12.0,0,76.0,100.0,1,2,A,Yes,Pass
18.0,67.0,Low,No,Low,Yes,Male,25.0,3,17.0,1,78.0,56.0,1,2,C,No,Pass
18.0,67.0,Low,No,Low,Yes,Male,19.0,0,12.0,0,76.0,100.0,1,2,A,No,Pass
18.0,67.0,Medium,No,High,Yes,Male,25.0,3,17.0,1,78.0,56.0,1,2,C,No,Pass
18.0,67.0,Medium,No,High,Yes,Male,19.0,0,12.0,0,76.0,100.0,1,2,A,No,Pass
18.0,67.0,Medium,Yes,High,Yes,Male,25.0,3,17.0,1,78.0,56.0,1,2,C,Yes,Pass
18.0,67.0,Medium,Yes,High,Yes,Male,19.0,0,12.0,0,76.0,100.0,1,2,A,Yes,Pass
17.0,99.0,High,No,Medium,Yes,Male,27.0,1,16.0,1,81.0,43.0,1,1,D,No,Fail
17.0,99.0,High,No,Medium,Yes,Male,27.0,2,16.0,1,99.0,74.0,1,2,B,No,Pass
17.0,99.0,Medium,No,Low,No,Male,27.0,1,16.0,1,81.0,43.0,1,1,D,No,Fail
17.0,99.0,Medium,No,Low,No,Male,27.0,2,16.0,1,99.0,74.0,1,2,B,No,Pass
17.0,99.0,Medium,No,Low,Yes,Male,27.0,1,16.0,1,81.0,43.0,1,1,D,No,Fail
17.0,99.0,Medium,No,Low,Yes,Male,27.0,2,16.0,1,99.0,74.0,1,2,B,No,Pass
17.0,99.0,Medium,Yes,Medium,Yes,Male,27.0,1,16.0,1,81.0,43.0,1,1,D,Yes,Fail
17.0,99.0,Medium,Yes,Medium,Yes,Male,27.0,2,16.0,1,99.0,74.0,1,2,B,Yes,Pass
13.0,69.0,Low,No,Medium,Yes,Male,25.0,2,15.0,0,66.0,77.0,0,2,B,No,Pass
13.0,69.0,Low,No,Medium,Yes,Male,19.0,3,15.0,1,91.0,75.0,1,0,B,No,Pass
13.0,69.0,Low,No,Medium,Yes,Male,25.0,1,17.0,0,62.0,55.0,1,2,C,No,Pass
13.0,69.0,High,No,Low,Yes,Male,25.0,2,15.0,0,66.0,77.0,0,2,B,No,Pass
13.0,69.0,High,No,Low,Yes,Male,19.0,3,15.0,1,91.0,75.0,1,0,B,No,Pass
13.0,69.0,High,No,Low,Yes,Male,25.0,1,17.0,0,62.0,55.0,1,2,C,No,Pass
23.0,67.0,Medium,Yes,Medium,Yes,Female,27.0,2,5.0,0,70.0,93.0,1,0,A,Yes,Pass
23.0,67.0,Medium,No,High,Yes,Female,27.0,2,5.0,0,70.0,93.0,1,0,A,No,Pass
23.0,67.0,High,Yes,Medium,Yes,Female,27.0,2,5.0,0,70.0,93.0,1,0,A,Yes,Pass
23.0,67.0,High,Yes,Low,Yes,Female,27.0,2,5.0,0,70.0,93.0,1,0,A,Yes,Pass
23.0,67.0,Low,No,Medium,Yes,Female,27.0,2,5.0,0,70.0,93.0,1,0,A,No,Pass
29.0,87.0,High,Yes,High,Yes,Male,23.0,0,9.0,1,69.0,59.0,1,0,C,Yes,Pass
5.0,84.0,Medium,Yes,High,Yes,Male,20.0,2,17.0,1,74.0,65.0,1,2,C,Yes,Pass
5.0,84.0,Medium,Yes,Low,No,Male,20.0,2,17.0,1,74.0,65.0,1,2,C,Yes,Pass
19.0,96.0,Low,Yes,Low,No,Female,21.0,2,20.0,1,72.0,54.0,0,0,D,Yes,Fail
19.0,96.0,Low,Yes,Low,No,Female,20.0,0,12.0,1,62.0,65.0,1,1,C,Yes,Pass
19.0,96.0,Low,Yes,Low,No,Female,24.0,0,1.0,0,66.0,72.0,0,2,B,Yes,Pass
19.0,96.0,Low,Yes,Low,No,Female,29.0,2,4.0,1,98.0,73.0,1,1,B,Yes,Pass
19.0,96.0,Medium,No,High,Yes,Female,21.0,2,20.0,1,72.0,54.0,0,0,D,No,Fail
19.0,96.0,Medium,No,High,Yes,Female,20.0,0,12.0,1,62.0,65.0,1,1,C,No,Pass
19.0,96.0,Medium,No,High,Yes,Female,24.0,0,1.0,0,66.0,72.0,0,2,B,No,Pass
19.0,96.0,Medium,No,High,Yes,Female,29.0,2,4.0,1,98.0,73.0,1,1,B,No,Pass
19.0,96.0,Medium,Yes,High,Yes,Female,21.0,2,20.0,1,72.0,54.0,0,0,D,Yes,Fail
19.0,96.0,Medium,Yes,High,Yes,Female,20.0,0,12.0,1,62.0,65.0,1,1,C,Yes,Pass
19.0,96.0,Medium,Yes,High,Yes,Female,24.0,0,1.0,0,66.0,72.0,0,2,B,Yes,Pass
19.0,96.0,Medium,Yes,High,Yes,Female,29.0,2,4.0,1,98.0,73.0,1,1,B,Yes,Pass
19.0,76.0,High,Yes,Low,Yes,Male,27.0,0,20.0,1,83.0,54.0,1,2,D,Yes,Fail
19.0,76.0,High,Yes,Low,Yes,Male,21.0,2,11.0,0,72.0,90.0,1,1,A,Yes,Pass
19.0,76.0,Low,No,Medium,Yes,Male,27.0,0,20.0,1,83.0,54.0,1,2,D,No,Fail
19.0,76.0,Low,No,Medium,Yes,Male,21.0,2,11.0,0,72.0,90.0,1,1,A,No,Pass
19.0,76.0,Medium,Yes,Medium,Yes,Male,27.0,0,20.0,1,83.0,54.0,1,2,D,Yes,Fail
19.0,76.0,Medium,Yes,Medium,Yes,Male,21.0,2,11.0,0,72.0,90.0,1,1,A,Yes,Pass
19.0,76.0,Low,Yes,Medium,Yes,Male,27.0,0,20.0,1,83.0,54.0,1,2,D,Yes,Fail
19.0,76.0,Low,Yes,Medium,Yes,Male,21.0,2,11.0,0,72.0,90.0,1,1,A,Yes,Pass
27.0,95.0,Medium,No,High,Yes,Female,19.0,2,1.0,1,63.0,91.0,1,0,A,No,Pass
27.0,95.0,High,No,High,Yes,Female,19.0,2,1.0,1,63.0,91.0,1,0,A,No,Pass
27.0,95.0,Medium,Yes,High,Yes,Female,19.0,2,1.0,1,63.0,91.0,1,0,A,Yes,Pass
27.0,95.0,High,Yes,High,Yes,Female,19.0,2,1.0,1,63.0,91.0,1,0,A,Yes,Pass
22.0,97.0,High,Yes,Medium,Yes,Male,29.0,1,11.0,1,73.0,89.0,1,1,A,Yes,Pass
22.0,97.0,High,Yes,Medium,Yes,Male,20.0,0,13.0,1,79.0,77.0,0,2,B,Yes,Pass
22.0,97.0,High,Yes,Medium,Yes,Male,26.0,2,16.0,1,66.0,65.0,1,2,C,Yes,Pass
22.0,97.0,Medium,Yes,High,Yes,Male,29.0,1,11.0,1,73.0,89.0,1,1,A,Yes,Pass
22.0,97.0,Medium,Yes,High,Yes,Male,20.0,0,13.0,1,79.0,77.0,0,2,B,Yes,Pass
22.0,97.0,Medium,Yes,High,Yes,Male,26.0,2,16.0,1,66.0,65.0,1,2,C,Yes,Pass
22.0,97.0,Medium,No,High,Yes,Male,29.0,1,11.0,1,73.0,89.0,1,1,A,No,Pass
22.0,97.0,Medium,No,High,Yes,Male,20.0,0,13.0,1,79.0,77.0,0,2,B,No,Pass
22.0,97.0,Medium,No,High,Yes,Male,26.0,2,16.0,1,66.0,65.0,1,2,C,No,Pass
22.0,97.0,Medium,No,Medium,Yes,Male,29.0,1,11.0,1,73.0,89.0,1,1,A,No,Pass
22.0,97.0,Medium,No,Medium,Yes,Male,20.0,0,13.0,1,79.0,77.0,0,2,B,No,Pass
22.0,97.0,Medium,No,Medium,Yes,Male,26.0,2,16.0,1,66.0,65.0,1,2,C,No,Pass
22.0,97.0,Medium,Yes,Medium,No,Male,29.0,1,11.0,1,73.0,89.0,1,1,A,Yes,Pass
22.0,97.0,Medium,Yes,Medium,No,Male,20.0,0,13.0,1,79.0,77.0,0,2,B,Yes,Pass
22.0,97.0,Medium,Yes,Medium,No,Male,26.0,2,16.0,1,66.0,65.0,1,2,C,Yes,Pass
22.0,97.0,Medium,Yes,Medium,Yes,Male,29.0,1,11.0,1,73.0,89.0,1,1,A,Yes,Pass
22.0,97.0,Medium,Yes,Medium,Yes,Male,20.0,0,13.0,1,79.0,77.0,0,2,B,Yes,Pass
22.0,97.0,Medium,Yes,Medium,Yes,Male,26.0,2,16.0,1,66.0,65.0,1,2,C,Yes,Pass
22.0,72.0,Medium,Yes,Medium,Yes,Male,27.0,0,20.0,0,50.0,87.0,0,1,A,Yes,Pass
22.0,72.0,Medium,No,Low,Yes,Male,27.0,0,20.0,0,50.0,87.0,0,1,A,No,Pass
22.0,72.0,Low,Yes,High,Yes,Male,27.0,0,20.0,0,50.0,87.0,0,1,A,Yes,Pass
22.0,72.0,High,No,Low,No,Male,27.0,0,20.0,0,50.0,87.0,0,1,A,No,Pass
18.0,95.0,Medium,Yes,Low,Yes,Male,28.0,2,14.0,1,55.0,57.0,1,0,C,Yes,Pass
18.0,95.0,Medium,Yes,Low,Yes,Male,29.0,2,19.0,1,53.0,99.0,0,2,A,Yes,Pass
18.0,95.0,Medium,Yes,Low,Yes,Male,18.0,1,12.0,0,85.0,51.0,0,2,D,Yes,Fail
18.0,95.0,Medium,Yes,High,Yes,Male,28.0,2,14.0,1,55.0,57.0,1,0,C,Yes,Pass
18.0,95.0,Medium,Yes,High,Yes,Male,29.0,2,19.0,1,53.0,99.0,0,2,A,Yes,Pass
18.0,95.0,Medium,Yes,High,Yes,Male,18.0,1,12.0,0,85.0,51.0,0,2,D,Yes,Fail
18.0,95.0,High,No,Medium,Yes,Male,28.0,2,14.0,1,55.0,57.0,1,0,C,No,Pass
18.0,95.0,High,No,Medium,Yes,Male,29.0,2,19.0,1,53.0,99.0,0,2,A,No,Pass
18.0,95.0,High,No,Medium,Yes,Male,18.0,1,12.0,0,85.0,51.0,0,2,D,No,Fail
18.0,95.0,High,Yes,High,Yes,Male,28.0,2,14.0,1,55.0,57.0,1,0,C,Yes,Pass
18.0,95.0,High,Yes,High,Yes,Male,29.0,2,19.0,1,53.0,99.0,0,2,A,Yes,Pass
18.0,95.0,High,Yes,High,Yes,Male,18.0,1,12.0,0,85.0,51.0,0,2,D,Yes,Fail
17.0,91.0,Medium,No,High,Yes,Male,23.0,3,19.0,0,94.0,81.0,1,2,B,No,Pass
17.0,91.0,Medium,No,High,Yes,Male,28.0,2,9.0,0,54.0,75.0,1,2,B,No,Pass
17.0,91.0,Medium,Yes,Medium,Yes,Male,23.0,3,19.0,0,94.0,81.0,1,2,B,Yes,Pass
17.0,91.0,Medium,Yes,Medium,Yes,Male,28.0,2,9.0,0,54.0,75.0,1,2,B,Yes,Pass
17.0,91.0,Low,Yes,Low,Yes,Male,23.0,3,19.0,0,94.0,81.0,1,2,B,Yes,Pass
17.0,91.0,Low,Yes,Low,Yes,Male,28.0,2,9.0,0,54.0,75.0,1,2,B,Yes,Pass
17.0,91.0,Low,Yes,Medium,Yes,Male,23.0,3,19.0,0,94.0,81.0,1,2,B,Yes,Pass
17.0,91.0,Low,Yes,Medium,Yes,Male,28.0,2,9.0,0,54.0,75.0,1,2,B,Yes,Pass
22.0,71.0,High,Yes,High,Yes,Female,22.0,1,1.0,1,59.0,61.0,1,2,C,Yes,Pass
22.0,71.0,High,Yes,High,Yes,Female,22.0,1,8.0,1,73.0,97.0,1,2,A,Yes,Pass
22.0,71.0,High,Yes,High,Yes,Female,28.0,1,2.0,0,51.0,57.0,1,2,C,Yes,Pass
22.0,71.0,Medium,No,Medium,No,Female,22.0,1,1.0,1,59.0,61.0,1,2,C,No,Pass
22.0,71.0,Medium,No,Medium,No,Female,22.0,1,8.0,1,73.0,97.0,1,2,A,No,Pass
